species_name,occurrence_no,accepted_name,phylum,class,order,family,genus,lat,lng,diet,life_habit,environment,taxon_environment,primary_name,era_early,era_late
semicostatum,1505441,Arnioceras semicostatum,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
semicostatum,1505442,Arnioceras semicostatum,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
miserabile,1505443,Arnioceras miserabile,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
miserabile,1505445,Arnioceras miserabile,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
semicostatum,1505446,Arnioceras semicostatum,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
miserabile,1505447,Arnioceras miserabile,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ceratitoides,1505448,Arnioceras ceratitoides,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ceratitoides,1505449,Arnioceras ceratitoides,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
sp.,1505486,Arnioceras,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
sp.,1505487,Arnioceras,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
densicosta,1505488,Arnioceras,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
sp.,1505505,Vermiceras,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Vermiceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Vermiceras,Jurassic,No especificado
sp.,1505506,Arnioceras,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ventricosum,1505507,Angulaticeras,Mollusca,Cephalopoda,Ammonitida,Schlotheimiidae,Angulaticeras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Angulaticeras,Jurassic,No especificado
scylla,1505508,Vermiceras,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Vermiceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Vermiceras,Jurassic,No especificado
sp.,1505509,Vermiceras,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Vermiceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Vermiceras,Jurassic,No especificado
rotiforme,1505510,Coroniceras rotiforme,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Coroniceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Coroniceras,Jurassic,No especificado
sp.,1505511,Angulaticeras,Mollusca,Cephalopoda,Ammonitida,Schlotheimiidae,Angulaticeras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Angulaticeras,Jurassic,No especificado
semicostatum,1505512,Arnioceras semicostatum,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
miserabile,1505513,Arnioceras miserabile,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ventricosum,1505514,Angulaticeras,Mollusca,Cephalopoda,Ammonitida,Schlotheimiidae,Angulaticeras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Angulaticeras,Jurassic,No especificado
semicostatum,1505515,Arnioceras semicostatum,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ventricosum,1505516,Angulaticeras,Mollusca,Cephalopoda,Ammonitida,Schlotheimiidae,Angulaticeras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Angulaticeras,Jurassic,No especificado
minusculum,1506006,Thoatherium minusculum,Chordata,Mammalia,Panameriungulata,Proterotheriidae,Thoatherium,-46.900002,-72.300003,herbivore,scansorial,fluvial indet.,terrestrial,Thoatherium,Neogene,No especificado
sp.,1506007,Thoatherium,Chordata,Mammalia,Panameriungulata,Proterotheriidae,Thoatherium,-46.900002,-72.300003,herbivore,scansorial,fluvial indet.,terrestrial,Thoatherium,Neogene,No especificado
sp.,1506008,Picturotherium,Chordata,Mammalia,Panameriungulata,Proterotheriidae,Picturotherium,-46.900002,-72.300003,herbivore,scansorial,fluvial indet.,terrestrial,Picturotherium,Neogene,No especificado
indet.,1506009,Proterotheriidae,Chordata,Mammalia,Panameriungulata,Proterotheriidae,,-46.900002,-72.300003,herbivore,scansorial,fluvial indet.,terrestrial,Proterotheriidae,Neogene,No especificado
sp.,1506010,Theosodon,Chordata,Mammalia,Panameriungulata,Macraucheniidae,Theosodon,-46.900002,-72.300003,herbivore,scansorial,fluvial indet.,terrestrial,Theosodon,Neogene,No especificado
cerdasensis,1506011,Hegetotherium cerdasensis,Chordata,Mammalia,Notoungulata,Hegetotheriidae,Hegetotherium,-18.466667,-69.566666,herbivore,scansorial,lacustrine indet.,terrestrial,Hegetotherium,Neogene,No especificado
sp.,1506012,Yaminuechelys,Chordata,Reptilia,Testudines,Chelidae,Yaminuechelys,-50.711945,-72.541389,piscivore,"amphibious, solitary",fluvial indet.,freshwater,Yaminuechelys,Cretaceous,No especificado
indet.,1506013,Sauropoda,Chordata,Saurischia,,,,-50.711945,-72.541389,herbivore,"ground dwelling, gregarious",fluvial indet.,terrestrial,Sauropoda,Cretaceous,No especificado
sp.,1506014,Kuruleufenia,Chordata,Amphibia,Anura,Pipidae,Kuruleufenia,-50.711945,-72.541389,carnivore,amphibious,fluvial indet.,"brackish,freshwater,terrestrial",Kuruleufenia,Cretaceous,No especificado
indet.,1506015,Panchelidae,Chordata,Reptilia,Testudines,Panchelidae,,-50.711945,-72.541389,omnivore,amphibious,fluvial indet.,freshwater,Panchelidae,Cretaceous,Cretaceous
sp.,1506016,Yaminuechelys,Chordata,Reptilia,Testudines,Chelidae,Yaminuechelys,-50.711945,-72.541389,piscivore,"amphibious, solitary",fluvial indet.,freshwater,Yaminuechelys,Cretaceous,Cretaceous
indet.,1506017,Sauropoda,Chordata,Saurischia,,,,-50.711945,-72.541389,herbivore,"ground dwelling, gregarious",fluvial indet.,terrestrial,Sauropoda,Cretaceous,Cretaceous
indet.,1506018,Theropoda,Chordata,Reptilia,Theropoda,,,-50.711945,-72.541389,carnivore,"ground dwelling, solitary",fluvial indet.,terrestrial,Theropoda,Cretaceous,Cretaceous
indet.,1506019,Ornithischia,Chordata,Ornithischia,,,,-50.711945,-72.541389,herbivore,"ground dwelling, gregarious",fluvial indet.,terrestrial,Ornithischia,Cretaceous,Cretaceous
indet.,1506020,Mammalia,Chordata,Mammalia,,,,-50.711945,-72.541389,insectivore,scansorial,fluvial indet.,terrestrial,Mammalia,Cretaceous,Cretaceous
indet.,1506021,Anura,Chordata,Amphibia,Anura,,,-50.711945,-72.541389,carnivore,amphibious,fluvial indet.,"brackish,freshwater,terrestrial",Anura,Cretaceous,Cretaceous
pacifica,1506125,Otapiria pacifica,Mollusca,Bivalvia,Pectinida,Monotidae,Otapiria,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Otapiria,Jurassic,No especificado
demissum,1506126,Entolium demissus,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Entolium,Jurassic,No especificado
sp.,1506127,Oxytoma,Mollusca,Bivalvia,Pectinida,Oxytomidae,Oxytoma,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Oxytoma,Jurassic,No especificado
trapezoidales,1506128,Angulaticeras,Mollusca,Cephalopoda,Ammonitida,Schlotheimiidae,Angulaticeras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Sulciferites,Jurassic,No especificado
sp.,1506129,Oxytoma,Mollusca,Bivalvia,Pectinida,Oxytomidae,Oxytoma,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Oxytoma,Jurassic,No especificado
sp.,1506130,Chlamys,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Chlamys,Jurassic,No especificado
pacifica,1506131,Otapiria pacifica,Mollusca,Bivalvia,Pectinida,Monotidae,Otapiria,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Otapiria,Jurassic,No especificado
sp.,1506132,Oxytoma,Mollusca,Bivalvia,Pectinida,Oxytomidae,Oxytoma,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Oxytoma,Jurassic,No especificado
sp.,1506133,Posidonotis,Mollusca,Bivalvia,Ostreida,Posidoniidae,Posidonotis,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,"marine,brackish",Pectinula,Jurassic,No especificado
sp.,1506134,Chlamys,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Chlamys,Jurassic,No especificado
sp.,1506135,Pholadomya,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Pholadomya,-24.839167,-70.438889,suspension feeder,deep infaunal,marine indet.,,Pholadomya,Jurassic,No especificado
sp.,1506136,Inoceramus,Mollusca,Bivalvia,Myalinida,Inoceramidae,Inoceramus,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,,Inoceramus,Jurassic,No especificado
gracile,1506147,Metophioceras gracile,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Vermiceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Coroniceras,Jurassic,No especificado
sp.,1506148,Arietites,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arietites,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arietites,Jurassic,No especificado
sp.,1506149,Entolium,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Entolium,Jurassic,No especificado
sp.,1506150,Otapiria,Mollusca,Bivalvia,Pectinida,Monotidae,Otapiria,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Otapiria,Jurassic,No especificado
ceratitoides,1506151,Arnioceras ceratitoides,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ceratitoides,1506152,Arnioceras ceratitoides,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
semicostatum,1506153,Arnioceras semicostatum,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
sp.,1506154,Chlamys,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Chlamys,Jurassic,No especificado
sp.,1506155,Weyla,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Weyla,Jurassic,No especificado
semicostatum,1506156,Arnioceras semicostatum,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ceratitoides,1506157,Arnioceras ceratitoides,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ventricosum,1506158,Angulaticeras,Mollusca,Cephalopoda,Ammonitida,Schlotheimiidae,Angulaticeras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Angulaticeras,Jurassic,No especificado
semicostatum,1506159,Arnioceras semicostatum,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ceratitoides,1506160,Arnioceras ceratitoides,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ceratitoides,1506161,Arnioceras ceratitoides,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
sp.,1506162,Agassiceras,Mollusca,Cephalopoda,Ammonitida,Agassiceratinae,Agassiceras,-24.839167,-70.438889,carnivore,nektonic,marine indet.,marine,Agassiceras,Jurassic,No especificado
sp.,1506163,Oxytoma,Mollusca,Bivalvia,Pectinida,Oxytomidae,Oxytoma,-24.839167,-70.438889,suspension feeder,epifaunal,marine indet.,marine,Oxytoma,Jurassic,No especificado
sp.,1506366,Rhynchonella,Brachiopoda,Rhynchonellata,Rhynchonellida,Rhynchonellidae,Rhynchonella,-26.110832,-70.428612,suspension feeder,epifaunal,marine indet.,marine,Rhynchonella,Jurassic,No especificado
semicostatum,1506367,Arnioceras semicostatum,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ceratitoides,1506368,Arnioceras ceratitoides,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
mendax,1506369,Arnioceras mendax,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
robustum,1506370,Arnioceras robustum,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
miserabile,1506371,Arnioceras miserabile,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ventricosum,1506372,Angulaticeras,Mollusca,Cephalopoda,Ammonitida,Schlotheimiidae,Angulaticeras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Angulaticeras,Jurassic,No especificado
sp.,1506373,Weyla,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla,-26.110832,-70.428612,suspension feeder,epifaunal,marine indet.,marine,Weyla,Jurassic,No especificado
sp.,1506374,Entolium,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium,-26.110832,-70.428612,suspension feeder,epifaunal,marine indet.,marine,Entolium,Jurassic,No especificado
sp.,1506375,Pinna,Mollusca,Bivalvia,Ostreida,Pinnidae,Pinna,-26.110832,-70.428612,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Pinna,Jurassic,No especificado
sp.,1506376,Pachymya,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Pachymya,-26.110832,-70.428612,suspension feeder,deep infaunal,marine indet.,,Pachymya,Jurassic,No especificado
sp.,1506377,Pleurotomaria,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Pleurotomariidae,Pleurotomaria,-26.110832,-70.428612,omnivore,epifaunal,marine indet.,,Pleurotomaria,Jurassic,No especificado
sp.,1506378,Amberleya,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Eucyclidae,Amberleya,-26.110832,-70.428612,grazer,epifaunal,marine indet.,,Amberleya,Jurassic,No especificado
sp.,1506379,Bathrotomaria,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Pleurotomariidae,Bathrotomaria,-26.110832,-70.428612,carnivore,epifaunal,marine indet.,,Bathrotomaria,Jurassic,No especificado
sp.,1506380,,,,,,,-26.110832,-70.428612,,,marine indet.,,Telebratula,Jurassic,No especificado
spp.,1506381,Montlivaltia,Cnidaria,Anthozoa,Scleractinia,Thecosmiliidae,Montlivaltia,-26.110832,-70.428612,"microcarnivore, photosymbiotic",solitary,marine indet.,marine,Montlivaltia,Jurassic,No especificado
semicostatum,1506382,Arnioceras semicostatum,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
ceratitoides,1506383,Arnioceras ceratitoides,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
sp.,1506384,Weyla,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla,-26.110832,-70.428612,suspension feeder,epifaunal,marine indet.,marine,Weyla,Jurassic,No especificado
sp.,1506385,Pholadomya,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Pholadomya,-26.110832,-70.428612,suspension feeder,deep infaunal,marine indet.,,Pholadomya,Jurassic,No especificado
sp.,1506386,Pachymya,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Pachymya,-26.110832,-70.428612,suspension feeder,deep infaunal,marine indet.,,Pachymya,Jurassic,No especificado
sp.,1506387,Pinna,Mollusca,Bivalvia,Ostreida,Pinnidae,Pinna,-26.110832,-70.428612,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Pinna,Jurassic,No especificado
sp.,1506388,Gryphaea,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea,-26.110832,-70.428612,suspension feeder,epifaunal,marine indet.,"marine,brackish",Gryphaea,Jurassic,No especificado
sp.,1506389,Pleurotomaria,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Pleurotomariidae,Pleurotomaria,-26.110832,-70.428612,omnivore,epifaunal,marine indet.,,Pleurotomaria,Jurassic,No especificado
walcotti,1506390,Spiriferina walcotti,Brachiopoda,Rhynchonellata,Spiriferinida,Spiriferinidae,Spiriferina,-26.110832,-70.428612,suspension feeder,low-level epifaunal,marine indet.,marine,Spiriferina,Jurassic,No especificado
semicostatum,1506391,Arnioceras semicostatum,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
sp.,1506392,Arnioceras,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
sp.,1506393,Cenoceras,Mollusca,Cephalopoda,Nautilida,Cenoceratidae,Cenoceras,-26.110832,-70.428612,carnivore,nektobenthic,marine indet.,marine,Cenoceras,Jurassic,No especificado
sp.,1506394,Goniomya,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Goniomya,-26.110832,-70.428612,suspension feeder,deep infaunal,marine indet.,,Goniomya,Jurassic,No especificado
sp.,1506395,Astarte,Mollusca,Bivalvia,Carditida,Astartidae,Astarte,-26.110832,-70.428612,suspension feeder,infaunal,marine indet.,marine,Astarte,Jurassic,No especificado
obtusum,1506427,Asteroceras obtusum,Mollusca,Cephalopoda,Ammonitida,Asteroceratidae,Asteroceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Asteroceras,Jurassic,No especificado
sp.,1506428,Arnioceras,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
denotatus,1506429,Eparietites denotatus,Mollusca,Cephalopoda,Ammonitida,Asteroceratidae,Eparietites,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Eparietites,Jurassic,No especificado
sp.,1506430,Pachymya,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Pachymya,-26.110832,-70.428612,suspension feeder,deep infaunal,marine indet.,,Pachymya,Jurassic,No especificado
sp.,1506431,Pleuromya,Mollusca,Bivalvia,Pholadida,Pleuromyidae,Pleuromya,-26.110832,-70.428612,suspension feeder,infaunal,marine indet.,,Pleuromya,Jurassic,No especificado
sp.,1506432,Pholadomya,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Pholadomya,-26.110832,-70.428612,suspension feeder,deep infaunal,marine indet.,,Pholadomya,Jurassic,No especificado
sp.,1506433,Lima,Mollusca,Bivalvia,Pectinida,Limidae,Lima,-26.110832,-70.428612,suspension feeder,epifaunal,marine indet.,marine,Lima,Jurassic,No especificado
sp.,1506434,Limea,Mollusca,Bivalvia,Pectinida,Limidae,Limea,-26.110832,-70.428612,suspension feeder,epifaunal,marine indet.,marine,Limea,Jurassic,No especificado
sp.,1506435,Gresslya,Mollusca,Bivalvia,Pholadida,Ceratomyidae,Gresslya,-26.110832,-70.428612,suspension feeder,deep infaunal,marine indet.,,Gresslya,Jurassic,No especificado
sp.,1506436,Gryphaea,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea,-26.110832,-70.428612,suspension feeder,epifaunal,marine indet.,"marine,brackish",Gryphaea,Jurassic,No especificado
sp.,1506437,Pleurotomaria,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Pleurotomariidae,Pleurotomaria,-26.110832,-70.428612,omnivore,epifaunal,marine indet.,,Pleurotomaria,Jurassic,No especificado
sp.,1506438,Actinastrea,Cnidaria,Anthozoa,Scleractinia,Actinastreidae,Actinastrea,-26.110832,-70.428612,"photosymbiotic, suspension feeder","colonial, clonal",marine indet.,marine,Actinastrea,Jurassic,No especificado
sp.,1506439,Montlivaltia,Cnidaria,Anthozoa,Scleractinia,Thecosmiliidae,Montlivaltia,-26.110832,-70.428612,"microcarnivore, photosymbiotic",solitary,marine indet.,marine,Montlivaltia,Jurassic,No especificado
sp.,1506440,Serpula,Annelida,NO_CLASS_SPECIFIED,Sabellida,Serpulidae,Serpula,-26.110832,-70.428612,suspension feeder,epifaunal,marine indet.,,Serpula,Jurassic,No especificado
denotatus,1506441,Eparietites denotatus,Mollusca,Cephalopoda,Ammonitida,Asteroceratidae,Eparietites,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Eparietites,Jurassic,No especificado
sp.,1506442,Arnioceras,Mollusca,Cephalopoda,Ammonitida,Arietitidae,Arnioceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Arnioceras,Jurassic,No especificado
distinctum,1506455,Psiloceras,Mollusca,Cephalopoda,Ammonitida,Psiloceratidae,Psiloceras,-26.110832,-70.428612,carnivore,nektonic,marine indet.,marine,Psiloceras,Jurassic,No especificado
sp.,1506456,Chlamys,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-26.110832,-70.428612,suspension feeder,epifaunal,marine indet.,marine,Chlamys,Jurassic,No especificado
canadensis,1506457,Badouxia canadensis,Mollusca,Cephalopoda,Ammonitida,Psiloceratidae,Badouxia,-24.819445,-69.17778,carnivore,nektonic,marine indet.,marine,Badouxia,Jurassic,No especificado
sp.,1506458,Alsatites,Mollusca,Cephalopoda,Ammonitida,Alsatitinae,Alsatites,-24.819445,-69.17778,carnivore,nektonic,marine indet.,marine,Alsatites,Jurassic,No especificado
sp.,1506459,Chlamys,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-24.819445,-69.17778,suspension feeder,epifaunal,marine indet.,marine,Chlamys,Jurassic,No especificado
canadensis,1506460,Badouxia canadensis,Mollusca,Cephalopoda,Ammonitida,Psiloceratidae,Badouxia,-24.819445,-69.17778,carnivore,nektonic,marine indet.,marine,Badouxia,Jurassic,No especificado
platystoma,1506461,Alsatites,Mollusca,Cephalopoda,Ammonitida,Alsatitinae,Alsatites,-24.819445,-69.17778,carnivore,nektonic,marine indet.,marine,Alsatites,Jurassic,No especificado
sp.,1506462,Phylloceras,Mollusca,Cephalopoda,Phylloceratida,Phylloceratidae,Phylloceras,-24.819445,-69.17778,carnivore,nektonic,marine indet.,marine,Phylloceras,Jurassic,No especificado
sp.,1506463,Rhynchonella,Brachiopoda,Rhynchonellata,Rhynchonellida,Rhynchonellidae,Rhynchonella,-24.819445,-69.17778,suspension feeder,epifaunal,marine indet.,marine,Rhynchonella,Jurassic,No especificado
sp.,1506464,Chlamys,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-24.819445,-69.17778,suspension feeder,epifaunal,marine indet.,marine,Chlamys,Jurassic,No especificado
sp.,1506465,Gryphaea,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea,-24.819445,-69.17778,suspension feeder,epifaunal,marine indet.,"marine,brackish",Gryphaea,Jurassic,No especificado
sp.,1506466,Entolium,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium,-24.819445,-69.17778,suspension feeder,epifaunal,marine indet.,marine,Entolium,Jurassic,No especificado
canadensis,1506467,Badouxia canadensis,Mollusca,Cephalopoda,Ammonitida,Psiloceratidae,Badouxia,-24.819445,-69.17778,carnivore,nektonic,marine indet.,marine,Badouxia,Jurassic,No especificado
platystoma,1506468,Alsatites,Mollusca,Cephalopoda,Ammonitida,Alsatitinae,Alsatites,-24.819445,-69.17778,carnivore,nektonic,marine indet.,marine,Alsatites,Jurassic,No especificado
sp.,1506469,Waehneroceras,Mollusca,Cephalopoda,Ammonitida,Schlotheimiidae,Waehneroceras,-24.819445,-69.17778,carnivore,nektonic,marine indet.,marine,Curviceras,Jurassic,No especificado
sp.,1506470,Phylloceras,Mollusca,Cephalopoda,Phylloceratida,Phylloceratidae,Phylloceras,-24.819445,-69.17778,carnivore,nektonic,marine indet.,marine,Phylloceras,Jurassic,No especificado
sp.,1506471,Atractites,Mollusca,Cephalopoda,Aulacoceratida,Xiphoteuthididae,Atractites,-24.819445,-69.17778,carnivore,nektonic,marine indet.,marine,Atractites,Jurassic,No especificado
sp.,1506472,Rhynchonella,Brachiopoda,Rhynchonellata,Rhynchonellida,Rhynchonellidae,Rhynchonella,-24.819445,-69.17778,suspension feeder,epifaunal,marine indet.,marine,Rhynchonella,Jurassic,No especificado
sp.,1506473,Gryphaea,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea,-24.819445,-69.17778,suspension feeder,epifaunal,marine indet.,"marine,brackish",Gryphaea,Jurassic,No especificado
sp.,1506474,Lucina,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucina,-24.819445,-69.17778,chemosymbiotic,infaunal,marine indet.,,Lucina,Jurassic,No especificado
sp.,1506475,Entolium,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium,-24.819445,-69.17778,suspension feeder,epifaunal,marine indet.,marine,Entolium,Jurassic,No especificado
sp.,1506476,Pseudolimea,Mollusca,Bivalvia,Pectinida,Limidae,Pseudolimea,-24.819445,-69.17778,suspension feeder,low-level epifaunal,marine indet.,marine,Pseudolimea,Jurassic,No especificado
